sentiment,text
0,im tired of having flashbacks about you 
1,xxhazelxx cool ive never been to scotland and had to ask my mum were our fam come from lol i live a hr from the city london  you been 
0,no live today all day  hours to be precise   great service which is why it hurts so much when its not there for you
1,off to bed sweet dreams 
1,foryoutonotice a snog is a kiss 
0,my panda express fortune cookie today said quotwork on improving your exercise routinequot my fortune cookie called me fat fml 
0,so i finally showed him the songs and idk whats happening to us i emailed him to try to get answers but her rarely goes on his email 
1,needs to wake up early cause howbie will come here tom  
0,was thinkin july but plans changed  probly not til xmas now
1,nismoette yeah the baby section was bigger then i thought it would be lots of really cute things though makes me want a baby 
0,snkrphrk bertobaby if you two dont rsvp to the event on facebook ima go crazy 
1,good showing market day kids  i heard there was a cupcake sale  is that true  
1,is noddin off yesss got my twitter on my phone working again hehe  night tweetiesx
1,ginoandfran didnt get the link can you please say it again   ginoandfran live gt 
0,my noles lost today 
0,mileycyrus hey miley  im kind of freaked out about that swine flu are you   idk if i should go to the bamboozle moro in nj brittany
1,quothorses assholequot hah my mom is the best 
1,this morning im off yardsalen 
1,mmmmmm nothing like a midnight feast on icecream 
0,lobordelon oh eff i want ice cream too 
0,millvina dean died yesterdayshe was the last titanic survivoras a titanic historian im very saddened by this  rip millvina
1,justasimplegirl hey girl how are ya i just got home amp am checkin my twitter did you have a good day thanks for your message  i will
1,binnsy ill have to visit heading in to minotaur on saturday btw 
0,sleeptime work  am  hangs this weekend
1,interviews  needs you 
1,ohhh man last night was a shit show to say the least but its all good now  yall dont mess with me though lmao
1,mobile traffic is increasing hopefully the servers stay up 
0,popjustice listening to it was quotwrongquot in the first place 
1, the beach in norwalk enjoying this gorgeous day loving this sun 
1,china people are back 
1,thanks to all who attended egt great to meet you jamesdownes dvdsmpsn and dcjarvis special thanks to aartjan for all the tweets 
1,omg the awesome hawaiian place has our date available 
0,bah its a nogo for that customs amp border protection graduate position 
0,anyone have any pepto i can borrow blehh 
1,barbssoap thank you for all your help as a volunteer barb see you in denver in   
0,oh no  this is worse than death  it have ordered us to stop using spotify because were on our backup internet connection 
0,had turn down a last min wedding like it was day she needed a photog  i just couldnt do it day    i hope she could get someone
1,hanjohnhugh well hannah montana the movie was awsome and night at the museum  was cool 
0,wishing i didnt have so many chores to do tomorrow so i could create in my craft room   not fair
1,ajayboulder  haha good to see that u stay up not bc of insomnia  sleep tight sweet dream
0,alsointocats ps they went out of bizznass 
0,national express have changes the announcements on cc to match theirs and it sounds ever so stupid bye bye cc 
1,mileycyrus i will vote for you 
1,saurabh yes awtaney said he had met you earlier the meet was pretty good in the end almost felt like a party in the mdi mess 
0,akatrent dont you wanna know what im doing at every second of the day  haha
0,i really hope lfc will come to indonesia next year not that mancs watch their advertising around the street made me want to puke 
0,im not even at work yet and i already want to go home and go to sleep im just exhausted in general this week 
0,mommasalty my ears would bleed 
0,gavins new do  i liked his mop hair  
0,just reached home tired 
0,not really 
1,is a hot day i turned on the radio and im lying on the floor whoop now in the radio quotdisturbiarihannaquot i love this song 
0,bgt im so gutted i turned on halfway through the nd act flawless are the ones i wanted to see most 
1,yarostarak great man i graduate june th just wanted to thank you for all your helpful material 
1,funny how niggas default on contracts and payment ectand at the end of the dayi still got paid 
1,chrisgoesinsane course we will 
0,my throat is still complaining oh please stop complaining i promise not to eat chocolate anymore 
0,heading to worktoday is just a repeat of yesterday 
1,emapocalyptic cant wait to hear how it was 
0,i wanna watch fighting when is it coming out 
1,mtv awards tonightyay 
1,chorale i know catch you later 
1,chozn thats good to hear cant wait to hear some masterpieces from the both of u 
0,omg ronald mcdonald is following me now  hi ron just wanted to let you knowclowns scare me  lol
1,i noticed ur eyes always glued to me  paramore
1,okayenough of that seriousness on mothers day still waiting on my butterfly to wake up wher in my life its mothers day everyday  
0,long day midterms coming up dont you hate it when the day starts out badly 
0,clearheart save me the lesbo love fest we get it you kissed a girl and you liked it blah blah blah u gals have all the luck 
0,nathangilmer  that actually made me feel sad when i read it
1,just got home from the jeremy miller band showand they rockedlike always 
1,jrr deep breathing exercises are good for a lot of things killing  birds with one stone i guess 
0,jaybby that and the person didnt believe i was  when i was asking about stuff  no fair
1,ooooh such a good night  bed time
1,interteen  rolstoelen what the faith das cool 
1,lilyna sounds good  cant wait to see ur new place  ur livin large amp in charge amp im in the heights    email me with details
0,im dead tight shes havin a good labor i was wildin  lol wowonce da head n shoulders r out ahhhhh relief lol
1,watching the yanks on espn where you at ftd i need play by play commentary 
1,specialedmusic i totally understand business and family first talk to you soon ed take care bro 
1,is loving his macbook needs some fancy music software to put on it though  church tonight 
1,tman must come clean  hahahalolgood thing to do brother 
1,benwiebe sorry man started without you catch up 
0,jraquino your show was on my prom day and i missed it 
1,fly with me is awesome 
0,missing my boo bee 
0,donniewahlberg  damn where you at ill come hug you anytime
1,ahhhh family guy cracks me up 
1,therabh happy birthday bhai 
1,tommcfly write a song if youre inspired  haha
0,cant believe spring break is coming to an end 
1,is going to bed work in the morning boo but then gets to see my b 
1,happy moms day ladies 
1,going home from dorthe to my house to eat dinner then back  dorthe to do homeworks and have fun  xoox
0,tried cant go to the sway sway baby tour coz of so you think youo can dance tour 
0,chrismorris my iphone has fallen into water and now its dead 
1,garythetwit well we went for dinner between happy hour and the next bar so didnt think id be too drunki was wrong merci too 
0,still waiting for a call a boy said hed make  days ago sad i know 
